 7.98000000e+01 9.56000000e+01
 7.92000000e+01 1.02650000e+02
 7.86000000e+01 1.09850000e+02
 7.80000000e+01 1.33600000e+02
 7.74000000e+01 1.40200000e+02
 7.68000000e+01 1.41150000e+02
 7.62000000e+01 1.45400000e+02
 7.56000000e+01 1.55500000e+02
 7.50000000e+01 1.61750000e+02
 7.44000000e+01 1.66750000e+02
 7.38000000e+01 1.65850000e+02
 7.32000000e+01 1.55250000e+02
 7.26000000e+01 1.59850000e+02
 7.20000000e+01 1.78400000e+02
 7.14000000e+01 1.95200000e+02
 7.08000000e+01 2.06300000e+02
 7.02000000e+01 2.22900000e+02
 6.96000000e+01 2.33300000e+02
 6.90000000e+01 2.39800000e+02
 6.84000000e+01 2.40550000e+02
 6.78000000e+01 2.59800000e+02
 6.72000000e+01 2.53950000e+02
 6.66000000e+01 2.47200000e+02
 6.60000000e+01 2.59850000e+02
 6.54000000e+01 2.55200000e+02
 6.48000000e+01 2.56650000e+02
 6.42000000e+01 2.66750000e+02
 6.36000000e+01 2.77000000e+02
 6.30000000e+01 2.81250000e+02
 6.24000000e+01 2.80050000e+02
 6.18000000e+01 2.80500000e+02
 6.12000000e+01 2.97400000e+02
 6.06000000e+01 3.00400000e+02
 6.00000000e+01 3.08250000e+02
 5.94000000e+01 3.11500000e+02
 5.88000000e+01 3.13450000e+02
 5.82000000e+01 3.20800000e+02
 5.76000000e+01 3.34200000e+02
 5.70000000e+01 3.38900000e+02
 5.64000000e+01 3.45850000e+02
 5.58000000e+01 3.58050000e+02
 5.52000000e+01 3.56900000e+02
 5.46000000e+01 3.61000000e+02
 5.40000000e+01 3.62250000e+02
 5.34000000e+01 3.82000000e+02
 5.28000000e+01 4.04750000e+02
 5.22000000e+01 4.14100000e+02
 5.16000000e+01 4.29450000e+02
 5.10000000e+01 4.38300000e+02
 5.04000000e+01 4.45850000e+02
 4.98000000e+01 4.48950000e+02
 4.92000000e+01 4.49900000e+02
 4.86000000e+01 4.59100000e+02
 4.80000000e+01 4.62000000e+02
 4.74000000e+01 4.64750000e+02
 4.68000000e+01 4.88250000e+02
 4.62000000e+01 5.03500000e+02
 4.56000000e+01 5.10450000e+02
 4.50000000e+01 5.27950000e+02
 4.44000000e+01 5.37700000e+02
 4.38000000e+01 5.49400000e+02
 4.32000000e+01 5.55400000e+02
 4.26000000e+01 5.81800000e+02
 4.20000000e+01 6.05850000e+02
 4.14000000e+01 6.05350000e+02
 4.08000000e+01 6.03450000e+02
 4.02000000e+01 6.15750000e+02
 3.96000000e+01 6.39800000e+02
 3.90000000e+01 6.43800000e+02
 3.84000000e+01 6.59700000e+02
 3.78000000e+01 6.56800000e+02
 3.72000000e+01 6.69450000e+02
 3.66000000e+01 6.75350000e+02
 3.60000000e+01 6.91400000e+02
 3.54000000e+01 7.03900000e+02
 3.48000000e+01 7.09000000e+02
 3.42000000e+01 7.24050000e+02
 3.36000000e+01 7.36050000e+02
 3.30000000e+01 7.44400000e+02
 3.24000000e+01 7.46050000e+02
 3.18000000e+01 7.55050000e+02
 3.12000000e+01 7.74050000e+02
 3.06000000e+01 7.93350000e+02
 3.00000000e+01 8.19100000e+02
 2.94000000e+01 8.23400000e+02
 2.88000000e+01 8.34050000e+02
