 6.59880000e+01 9.49357143e+01
 6.54480000e+01 9.56500000e+01
 6.49080000e+01 9.57214286e+01
 6.43680000e+01 9.64714286e+01
 6.38280000e+01 1.00435714e+02
 6.32880000e+01 1.00471429e+02
 6.27480000e+01 1.00542857e+02
 6.22080000e+01 1.00542857e+02
 6.16680000e+01 1.00614286e+02
 6.11280000e+01 1.01257143e+02
 6.05880000e+01 1.05435714e+02
 6.00480000e+01 1.05400000e+02
 5.95080000e+01 1.04578571e+02
 5.89680000e+01 1.02328571e+02
 5.84280000e+01 1.05364286e+02
 5.78880000e+01 1.10257143e+02
 5.73480000e+01 1.09757143e+02
 5.68080000e+01 1.10400000e+02
 5.62680000e+01 1.10400000e+02
 5.57280000e+01 1.10400000e+02
 5.51880000e+01 1.05578571e+02
 5.46480000e+01 1.15185714e+02
 5.41080000e+01 1.15364286e+02
 5.35680000e+01 1.10721429e+02
 5.30280000e+01 1.13935714e+02
 5.24880000e+01 1.18471429e+02
 5.19480000e+01 1.20114286e+02
 5.14080000e+01 1.20221429e+02
 5.08680000e+01 1.20614286e+02
 5.03280000e+01 1.20257143e+02
 4.97880000e+01 1.20292857e+02
 4.92480000e+01 1.25078571e+02
 4.87080000e+01 1.25185714e+02
 4.81680000e+01 1.25185714e+02
 4.76280000e+01 1.25271429e+02
 4.70880000e+01 1.28528571e+02
 4.65480000e+01 1.29100000e+02
 4.60080000e+01 1.31021429e+02
 4.54680000e+01 1.33664286e+02
 4.49280000e+01 1.33985714e+02
 4.43880000e+01 1.37485714e+02
 4.38480000e+01 1.39021429e+02
 4.33080000e+01 1.43842857e+02
 4.27680000e+01 1.48771429e+02
 4.22280000e+01 1.53700000e+02
 4.16880000e+01 1.53914286e+02
 4.11480000e+01 1.58628571e+02
 4.06080000e+01 1.63592857e+02
 4.00680000e+01 1.69400000e+02
 3.95280000e+01 1.77300000e+02
 3.89880000e+01 1.82142857e+02
 3.84480000e+01 1.83214286e+02
 3.79080000e+01 1.92071429e+02
 3.73680000e+01 1.97035714e+02
 3.68280000e+01 2.01750000e+02
 3.62880000e+01 2.06857143e+02
 3.57480000e+01 2.11821429e+02
 3.52080000e+01 2.15300000e+02
 3.46680000e+01 2.20550000e+02
 3.41280000e+01 2.25657143e+02
 3.35880000e+01 2.30585714e+02
 3.30480000e+01 2.40407143e+02
 3.25080000e+01 2.50121429e+02
 3.19680000e+01 2.55285714e+02
 3.14280000e+01 2.59192857e+02
 3.08880000e+01 2.68814286e+02
 3.03480000e+01 2.68992857e+02
 2.98080000e+01 2.73957143e+02
 2.92680000e+01 2.83707143e+02
 2.87280000e+01 2.89528571e+02
 2.81880000e+01 2.88814286e+02
 2.76480000e+01 2.98492857e+02
 2.71080000e+01 3.07521429e+02
 2.65680000e+01 3.17114286e+02
 2.60280000e+01 3.20578571e+02
 2.54880000e+01 3.27685714e+02
 2.49480000e+01 3.41685714e+02
 2.44080000e+01 3.55642857e+02
 2.38680000e+01 3.65485714e+02
 2.33280000e+01 3.69878571e+02
 2.27880000e+01 3.75021429e+02
 2.22480000e+01 3.85128571e+02
 2.17080000e+01 3.91764286e+02
 2.11680000e+01 3.99750000e+02
 2.06280000e+01 4.21500000e+02
 2.00880000e+01 4.31135714e+02
 1.95480000e+01 4.66150000e+02
 1.90080000e+01 5.14342857e+02
 1.84680000e+01 5.30321429e+02
 1.79280000e+01 5.56142857e+02
 1.73880000e+01 5.70385714e+02
 1.68480000e+01 5.83964286e+02
 1.63080000e+01 5.93221429e+02
 1.57680000e+01 6.15892857e+02
 1.52280000e+01 6.49350000e+02
 1.46880000e+01 6.54435714e+02
 1.41480000e+01 6.78550000e+02
 1.36080000e+01 7.10042857e+02
 1.30680000e+01 7.56214286e+02
 1.25280000e+01 7.69378571e+02
 1.19880000e+01 8.25364286e+02
 1.14480000e+01 8.72942857e+02
 1.09080000e+01 9.19771429e+02
 1.03680000e+01 9.42457143e+02
 9.82800000e+00 1.01365714e+03
 9.28800000e+00 1.09935000e+03
 8.74800000e+00 1.15896429e+03
 8.20800000e+00 1.30382857e+03
 7.66800000e+00 1.43962857e+03
 7.12800000e+00 1.60247857e+03
 6.58800000e+00 1.62997857e+03
